status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
8807334278_10154391099019279,,Theresa May,photo,https://www.facebook.com/TheresaMayOfficial/photos/a.1350131988336904.1073741828.1348528641830572/1476109605739141/?type=3,2016-11-01 04:20:17,2657,436,0,2552,91,7,0,3,4
8807334278_10154386419069279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1474364222580346/,2016-10-30 16:35:08,1370,299,0,1237,71,6,9,1,46
8807334278_10154375001004279,"Between July and September our economy grew by 0.5%, meaning it has grown by over 1.5% in 2016. Britain is growing and open for business. 

SHARE to let friends know.",UK GDP growth,link,https://www.conservatives.com/ShareTheFacts/post?name=uk-gdp-growth&id=d04027be-685d-4288-9647-5eb4b6023415,2016-10-27 06:10:56,2593,462,634,2463,81,14,28,1,6
8807334278_10154368436514279,"Secretary of State for Transport Chris Grayling: Britain is open for business. Increasing airport capacity in the South East by adding a third runway at Heathrow shows that the Government is taking the big decisions in order to build a country that works for everyone.

SHARE to let friends know.",Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154368436514279/?type=3,2016-10-25 07:44:59,1062,355,123,946,47,4,3,3,59
8807334278_10154365400964279,Find out what Prime Minister Theresa May has done during her first 100 days.,Prime Minister Theresa May's first 100 days,link,https://engage.number10.gov.uk/pm-theresa-mays-first-100-days/,2016-10-24 07:23:32,606,272,83,540,38,2,3,2,21
8807334278_10154352798419279,"Justice Minister Sam Gyimah announced today that the Government is formally pardoning gay and bisexual men convicted for consensual same-sex relationships before laws were changed:  

""Today we are fulfilling our manifesto pledge to formally pardon those convicted under historic anti-gay laws.

""It is hugely important that we pardon people convicted of historical sexual offences who would be innocent of any crime today.

""Through pardons and the existing disregard process we will meet our manifesto commitment to put right these wrongs.""",UK Government announces Turing's Law to pardon historic gay sex offences,link,http://www.pinknews.co.uk/2016/10/20/government-announces-turings-law-to-pardon-historic-gay-sex-offences/,2016-10-20 09:53:31,1458,251,223,1322,111,6,0,2,17
8807334278_10154324876534279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1453622664654502/,2016-10-12 14:23:40,2040,547,0,1822,104,5,80,3,26
8807334278_10154304948694279,WATCH and SHARE,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1446602942023141/,2016-10-05 12:01:30,3215,683,0,2945,204,5,30,6,25
8807334278_10154303991094279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1446281178721984/,2016-10-05 05:47:04,1498,279,1,1340,116,5,4,9,24
8807334278_10154303907574279,,Ruth Davidson,video,https://www.facebook.com/RuthDavidsonOfficial/videos/1213621342013412/,2016-10-05 05:18:29,635,102,0,572,52,3,1,2,5
8807334278_10154301288244279,WATCH: The Home Secretary speaks at Conservative Party Conference,WATCH: The Home Secretary speaks at Conservative Party Conference,video,https://www.facebook.com/conservatives/videos/10154301288244279/,2016-10-04 06:10:33,958,600,125,786,110,5,11,5,41
8807334278_10154301202304279,WATCH: The Defence Secretary speaks at Conservative Party Conference,WATCH: The Defence Secretary speaks at Conservative Party Conf...,video,https://www.facebook.com/conservatives/videos/10154301202304279/,2016-10-04 05:29:28,810,358,102,707,79,7,1,1,15
8807334278_10154298490029279,WATCH: The Chancellor outlines his vision for an economy that works for everyone,WATCH: The Chancellor outlines his vision for an economy that ...,video,https://www.facebook.com/conservatives/videos/10154298490029279/,2016-10-03 05:33:41,1181,706,143,927,127,9,23,13,82
8807334278_10154296858089279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1443409899009112/,2016-10-02 14:18:03,2807,271,0,2564,157,4,10,17,55
8807334278_10154296223434279,WATCH: The Foreign Secretary speaks during the Global Britain session of Conservative Party Conference,WATCH: The Foreign Secretary speaks during the Global Britain ...,video,https://www.facebook.com/conservatives/videos/10154296223434279/,2016-10-02 10:18:09,2383,1043,424,1779,422,18,88,17,59
8807334278_10154296049034279,WATCH NOW: The PM opens the Global Britain session on day one of Conservative Party Conference,WATCH NOW: The PM opens the Global Britain session on day one ...,video,https://www.facebook.com/conservatives/videos/10154296049034279/,2016-10-02 09:03:21,2977,1449,702,2174,659,19,35,14,76
8807334278_10154295690899279,,Theresa May,photo,https://www.facebook.com/TheresaMayOfficial/photos/a.1350131988336904.1073741828.1348528641830572/1443049399045162/?type=3,2016-10-02 06:12:32,1769,164,0,1584,107,10,7,14,47
8807334278_10154292967619279,"Heading to Party Conference in Birmingham? Download our app now to stay up to date with all the latest news and events. 

iOS: https://itunes.apple.com/gb/app/conservative-party-conference/id1159508708?mt=8

Android: https://play.google.com/store/apps/details?id=com.guidebook.apps.CPC2016.android",Timeline Photos,photo,https://www.facebook.com/conservatives/photos/a.288165009278.146725.8807334278/10154292967619279/?type=3,2016-10-01 08:29:31,674,114,61,646,20,2,4,1,1
8807334278_10154290243774279,,Andy Street,link,https://www.andy4wm.co.uk/news/55/andy-street-selected,2016-09-30 07:56:20,527,95,0,510,9,1,5,0,2
8807334278_10154279543874279,,Theresa May,note,https://www.facebook.com/notes/theresa-may/from-bude-to-bute-we-are-on-your-side-and-we-are-delivering-for-you/1436900822993353,2016-09-26 05:31:13,803,220,0,749,33,2,15,1,3
8807334278_10154117484869332,We have a winner... But it isn't Britain,,status,,2016-09-24 06:07:34,1725,461,316,1521,21,2,117,13,51
8807334278_10154271814539279,"Labour are divided, distracted and incompetent. Whoever wins, the country loses.","Labour leadership election: Whoever wins, the country loses",video,https://www.facebook.com/conservatives/videos/10154271814539279/,2016-09-23 14:08:22,1909,278,447,1692,60,8,136,2,11
8807334278_10154265127249279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1432040700146032/,2016-09-21 09:04:01,1002,155,0,937,55,0,7,1,2
8807334278_10154109368754332,"Labour's leadership election: whoever wins, the country loses",,status,,2016-09-21 05:27:18,1805,272,327,1643,39,4,97,6,16
8807334278_10154259528394279,,Ruth Davidson,note,https://www.facebook.com/notes/ruth-davidson/the-nasty-party-is-led-by-corbyn-and-he-isnt-listening-to-voters/1196368750405338,2016-09-19 03:52:59,721,163,0,682,24,2,8,0,5
8807334278_10154245702114279,"Today's employment statistics show that with 31.77 million people in work, employment remains at a record high of 74.5%. 

SHARE to let friends know.",Building an economy that works for everyone,link,https://www.conservatives.com/ShareTheFacts/post?name=building-economy-works-everyone&id=110ab07f-2093-4132-8837-f7f4b68e6635,2016-09-14 06:23:51,1299,255,256,1241,37,3,14,0,4
8807334278_10154240529504279,,Theresa May,link,https://www.facebook.com/TheresaMayOfficial/posts/1423062231043879,2016-09-12 10:21:22,2066,230,0,1945,51,2,9,55,4
8807334278_10154239951349279,,Theresa May,video,https://www.facebook.com/TheresaMayOfficial/videos/1422865774396858/,2016-09-12 06:38:29,2991,582,1,2599,134,10,16,11,221
